,Style,amount,colorway/10,colorway/4,colorway/5,colorway/6,colorway/7,colorway/8,colorway/9,content,item,location,ref
30,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,silt shell fabric,port shell fabric,walnut shell fabric,black shell fabric,,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back under snap on gripper elastic,none
31,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1 per side = 2,,silt shell fabric,port shell fabric,walnut shell fabric,black shell fabric,,,,"shell fabric tab 3/4"" x  1"" ",jacket to pant connection at side tabs under snaps,none
32,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"elastic 1"" x 4""",powder skirt middle tab - jacket to pant connection ,none
33,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1 per side = 2,,available,available,available,available,,,,elastic ,back of sleeve cuffs,none
34,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"elastic 1/4"" ",lining cable guide,none
35,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,black,black,black,black,,,,gripper elastic 25mm non logo,powder skirt hem,mtt0022
36,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,black,black,black,black,,,,elastine binding,goggle pocket binding,none
37,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,"colorway: 3 = 12-0105 tcx bone/
16-5807 tcx silt","colorway: 7 =19-1718 tcx port/
18-1703 tcx smoke","colorway: 5 = 18-0513 tcx walnut/
19-4006 tcx black ","colorway: 1 = 19-4006 tcx black/
18-0403 tcx gunmetal",,,,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,hood,"example: cw17-062
chun wo ho (please source)"
38,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,amount,,silt,port,walnut,black,,,,velcro,location,supplier/ reference number
39,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,match to shell,match to shell,match to shell,match to shell,,,,"1/2"" x 1 1/2"" velcro with rounded corners",chin,paiho / loop#1057 / hooketn7
40,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,4,,match to shell,match to shell,match to shell,match to shell,,,,"1/2"" x 2 velcro with rounded corners",center front placket,paiho / loop#1057 / hooketn7
41,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"3/4"" x 3 3/4"" velcro with rounded corners",cuff on body,paiho / loop#1057
42,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"3/4"" x 2 1/2"" velcro with rounded corners",cuff on tab,paiho / hooketn7
43,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,amont,,silt,port,walnut,black,,,,thread,supplier/ ref number,spi
44,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,match to shell,match to shell,match to shell,match to shell,,,,seams,Feb-30,10-12 spi
45,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,match to shell,match to shell,match to shell,match to shell,,,,topstitch,heavy weight topstitch,8-10 spi
46,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,match to shell,match to shell,match to shell,match to shell,,,,bartacks,100/2,none
47,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,amont,,silt,port,walnut,black,,,,labels ,location,supplier/ reference number
48,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,none,none,none,none,,,,10k/10k critically seam sealed,center back below neck seam,soluna/ main label
49,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,1,,none,none,none,none,,,,size label (sample size s),center back below main label,soluna/ size label
50,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,silt,port,walnut,black,,,,hang tags,location,supplier/ reference number
51,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,none,none,none,none,,,,womens jacket hang tag,left side hand pocket zipper,soluna/ womens jacket hang tag
52,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,silt,port,walnut,black,,,,care and content labels,location,supplier/ reference number
53,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,none,none,none,none,,,,address label,lining left side seam,factory sourced
54,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,none,none,none,none,,,,content label,lining left side seam,factory sourced
55,L1TA-102-18_TAMARYN_04-04-17_TRIMS.csv.csv,none,,none,none,none,none,,,,washing label,lining left side seam,factory sourced
0,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,fly ,ykk / 1-way semi auto locking dalh
1,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,hand pockets,non ykk / 1-way dadhr die cast wire non locking
2,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,back pockets,non ykk / 1-way dadhr die cast wire non locking
3,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,balls out venting,non ykk / 2-way zip down to close dadhr die cast wire non locking
4,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,additional zipper pulls,location,supplier/ reference number
5,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,4,,black faux leather,black faux leather,black faux leather,black faux leather,,,,"l1-2018-trim-018
non branded zipper pull. ",front and back hand pockets,please source: same supplier as other faux leather trims
6,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,, 11nt-045 / self fabric pull ,balls out venting,factory made
7,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,branded trims,location,supplier/ reference number
8,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,"
pseudo anti silver sas54
black faux leather","
pseudo anti silver sas54
black faux leather","
pseudo anti silver sas54
black faux leather","
pseudo anti silver sas54
black faux leather",,,,"l1-2018-trim-010
leather backed snap",waist band closure,luks
9,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,"
black faux leather","
black faux leather","
black faux leather","
black faux leather",,,,"l1-2018-trim-002
black faux leather patch",front right thigh,please source
10,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,"
black faux leather","
black faux leather","
black faux leather","
black faux leather",,,,"1-2018-trim-007
large black faux leather hem wrap",back right pocket welt,please source
11,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,"
black faux leather","
black faux leather","
black faux leather","
black faux leather",,,,"l1-2018-trim-031
large black faux leather belt end wrap",hem wrap on end of waist belt,please source
12,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,match to shell,match to shell,match to shell,match to shell,,,,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",hem front left leg,please source
13,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,trims,location,supplier/ reference number
14,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,black,black,black,black,,,,daddy buckle 30mm,front waist band,supplier/ woojin
15,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,15mm metal snap,back gaiter/ pant hem,luk's / 404
16,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,boot hook,front gaiter,supplier
17,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,metal color,none,none,none,,,,keyclip,right leg pocket,xxx
18,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,black,black,black,black,,,,keyclip,right hand pocket,as last year production
19,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,notions,location,supplier/ reference number
20,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"webbing 30mm wide, 1.6mm thick",waist band,please source as photo
21,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"grosgrain 1/4""",right hand pocket attach keyclip,xxx
22,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"grossgrain 1/4""",balls out venting mesh guard,factory
23,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,self fabric tab 1x1,front gaiter under boot hook,factory
24,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,self fabric tab 1x1,back gaiter under finger snap hem adjust,factory
25,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1 per side = 2,,available,available,available,available,,,,"elastic 1""",pant hem,factory
26,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,2,,black,black,black,black,,,,gripper elastic 25mm non logo,leg gaiters,mtt0022
27,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"grossgrain 1/4""",balls out venting mesh guard,factory
28,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,velcro,location,supplier/ reference number
29,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,thread,supplier/ ref number,spi
30,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,none,,match to shell,match to shell,match to shell,match to shell,,,,seams,Feb-30,10-12 spi
31,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,none,,match to shell,match to shell,match to shell,match to shell,,,,topstitch,Feb-30,8-10 spi
32,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,none,,match to shell,match to shell,match to shell,match to shell,,,,bartacks,100/2,none
33,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,none,,match to shell,match to shell,match to shell,match to shell,,,,sleeve gaiter cover stitch,none,must be stretch thread
34,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,labels ,location,supplier/ reference number
35,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,10k/10k critically tape,none,none,none,,,,10k/10k critically tape,inner front right,soluna/ main label
36,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,"xs, s, m, l, xl",none,none,none,,,,size label (sample size l),center back ,soluna/ size label
37,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,hang tags,location,supplier/ reference number
38,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,mens jacket hang tag,none,none,none,,,,mens jacket hang tag,left side hand pocket zipper,soluna/ mens jacket hang tag
39,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,pant regular fit hang tag,none,none,none,,,,pant regular fit hang tag,left side hand pocket zipper,soluna/ pant fit hang tag
40,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,amount,,black,gunmetal,silt,walnut,,,,care and content labels,location,supplier/ reference number
41,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,none,none,none,none,,,,address label,lining left side seam,factory sourced
42,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,none,none,none,none,,,,content label,lining left side seam,factory sourced
43,L1-211-18_AFTERSHOCK_PANT_04-10-17_TRIMS.csv.csv,1,,none,none,none,none,,,,washing label,lining left side seam,factory sourced
0,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,rust  ,ink  ,black,vintage camo broken twill,,,none,broken twill,a,"solis / broken twill wl248, 10k/10k, c6 + dwr"
1,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,gunmetal,black,x,,,none,oxford,b,"solis/ oxford l2-581 / 10k/10k, c6 + dwr"
2,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,x,x,x,vintage camo broken twill,,,none,broken twill,b,"solis / broken twill wl248, 10k/10k, c6 + dwr"
3,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,content,insulation,location ,supplier/ reference number
4,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,pinneco mantle 40g ,pinneco mantle 40g ,pinneco mantle 40g ,pinneco mantle 40g ,,,100% polyester,polyfill insulation ,hood and sleeves,pinneco mantle 40g 
5,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,pinneco mantle 60g ,pinneco mantle 60g ,pinneco mantle 60g ,pinneco mantle 60g ,,,100% polyester,polyfill insulation ,body,pinneco mantle 60g 
6,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,content,seam tape,location ,supplier/ reference number
7,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,critically seam taped,critically seam taped,critically seam taped,critically seam taped,,,none,seam tape,critically seam taped,tsgs 
8,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,content,lining,location ,supplier/ reference number
9,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,solid 210t ,hood,solis / sonp006-1
10,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,lucky / satin lining ltc36838-x-p1847 with dead flowers print,lucky / satin lining ltc36838-x-p1847 with dead flowers print,lucky / satin lining ltc36838-x-p1847 with dead flowers print,x,,,100% polyester,printed satin,main body,lucky / satin lining ltc36838-x-p1847 with dead flowers print
11,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,x,x,x,black,,,100% polyester,solid satin,main body,lucky / solid satin lining ltc36838-x-p1847
12,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,sleeves,solis / sonp006-1
13,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,pocket bags other than hand,solis / sonp006-1
14,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,top entry hand pocket bags,solis / sonp006-1
15,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid coated 210t,lower body & powder skirt,solis / sonp006-pu03
16,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,side entry hand pocket bags,supplier / ref code
17,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,chin guard,supplier / ref code
18,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,regular mesh ,underarm vents,supplier / ref code
19,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,regular mesh ,goggle pocket,supplier / ref code
20,L1-104-18_LEGACY_4-07-17_SHELL.csv.csv,,,black,black,black,black,,,none,stretch lycra,sleeve gaiters,supplier / ref code
0,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,, #5 coil zipper,fly ,ykk / 1-way semi auto locking dalh
1,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,, #5 coil zipper,hand pockets,non ykk / 1-way non locking / dadhr diecast wire
2,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,, #5 coil zipper,back pockets,non ykk / 1-way non locking / dadhr diecast wire
3,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,, #5 coil zipper,balls out venting,non ykk / 2-way non locking / dadhr diecast wire (zip down to close)
4,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,, #5 coil zipper,hem gusset ,non ykk / 1-way non locking / dadhr diecast wire
5,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,amount,,black,soil,bone ,ink,vintage camo broken twill,,,additional zipper pulls,location,supplier/ reference number
6,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,hand pocket zippers,factory made
7,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,back pockets,factory made
8,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,balls out venting,factory made
9,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,amount,,black,soil,bone ,ink,vintage camo broken twill,,,branded trims,location,supplier/ reference number
10,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,2,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,"l1-2018-trim-008
new standard snap  1.7 cm x 1.7cm
dull oxidized copper doxcp",front waist band (1) leg pocket (1),luks
11,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,5,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,"l1-2018-trim-019
l1 10mm denim rivet
dull oxidized copper doxcp",back pocket flaps (4) leg pocket (1),luks
12,L1-203-18_AMERICANA_03-30-17_TRIMS.csv.csv,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-027
l1 faux leather patch
brown ",front right hand pocket,please source
