index,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,supplier,ref,qty,price/unit,unit,brand,style,fabric,trims,zipper,outer,inner
6201,bartacks,,,,,100/2,,matching,matching,matching,matching,matching,,,,,regular thread,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6202,labels ,,,,,location,,black,gunmetal,ink,rust,soil,,,,supplier/ reference number,amount,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6203,10k/10k critically taped,,,,,inner front right,,10k/10k critically taped,,,,,,,,soluna/ main label,1,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6204,size label (sample size l),,,,,center back ,,"xs, s, m, l, xl",,,,,,,,soluna/ size label,1,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6205,hang tags,,,,,location,,black,gunmetal,ink,rust,soil,,,,supplier/ reference number,amount,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6206,mens jacket hang tag,,,,,left side hand pocket zipper,,mens jacket hang tag,,,,,,,,soluna/ mens jacket hang tag,1,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6207,pant skinny fit hang tag,,,,,front left belt loop,,pant skinny fit hang tag,,,,,,,,soluna/ pant fit hang tag,1,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6208,care and content labels,,,,,location,,black,gunmetal,ink,rust,soil,,,,supplier/ reference number,amount,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6209,address label,,,,,lining left side seam,,address label,,,,,,,,factory sourced,1,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6210,content label,,,,,lining left side seam,,content label,,,,,,,,factory sourced,1,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6211,washing label,,,,,lining left side seam,,washing label,,,,,,,,factory sourced,1,,,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,0,1,0,1,0
6212,wip003-qprdf6 $4.40/ oxford $4.00,,,,,a,,,,,,,,,,wide +,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6213,item,,content,,,insulation,,colorway 1 ,colorway 2,colorway 3,,,,,,supplier/ ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6214,synthetic down,,100% poly,,,hood & sleeves,,df 200gm,,,,,,,,df 200gm,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6215,synthetic down,,100% poly,,,body,,df 240gm,,,,,,,,df 240gm,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6216,item,,content,,,seam tape,,colorway 1 ,colorway 2,colorway 3,,,,,,supplier/ ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6217,width...seam tape,,,,,critically taped,,critically taped,,,,,,,,sealon,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6218,item,,content,,,lining,,colorway 1 ,colorway 2,colorway 3,,,,,,supplier/ ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6219,solid 210d,,,,,"hood,  sleeves, chest pocket bag",,,,,,,,,,solis / ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6220,printed 210t,,,,,front and back panels,,,,,,,,,,solis / ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6221,solid coated 210d,,,,,lower body & powder skirt ,,,,,,,,,,solis / ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6222,brushed tricot,,,,,chin & hand pocket bags,,,,,,,,,,solis / ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6223,regular mesh,,,,,underam vents & goggle pocket,,,,,,,,,,solis / ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6224,stretch lycra,,,,,sleeve gaiter,,,,,,,,,,solis / ref number,,,,L1,L1-105-17_LAWTON_SHELL,1,0,0,1,0
6225,micro ripstop,,,,,a,,gunmetal,black,,,,,,,solis / sotl120 micro ripstop c6 dwr,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6226,insulation,,content,,,location ,,gunmetal / bombay,black / oxblood,,,,,,,supplier/ reference number,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6227,polyfill insulation ,,100% polyester,,,all over,,pinneco mantle 100g,pinneco mantle 100g,,,,,,,pinneco mantle 100g,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6228,seam tape,,content,,,location ,,gunmetal / bombay,black / oxblood,,,,,,,supplier/ reference number,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6229,not taped,,,,,,,not taped,not taped,,,,,,,,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6230,lining,,content,,,location ,,gunmetal / bombay,black / oxblood,,,,,,,supplier/ reference number,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6231,solid 210t ,,100% nylon,,,main body,,bombay 18-1250 tcx ,oxblood 19-1725 tcx ,,,,,,,solis / sonp006-1,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6232,solid 210t ,,100% nylon,,,sleeves,,bombay 18-1250 tcx ,oxblood 19-1725 tcx ,,,,,,,solis / sonp006-1,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6233,solid 210t ,,100% nylon,,,chest pocket bag,,bombay 18-1250 tcx ,oxblood 19-1725 tcx ,,,,,,,solis / sonp006-1,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6234,solid 210t ,,100% polyester,,,hand pocket bags,,bombay 18-1250 tcx ,oxblood 19-1725 tcx ,,,,,,,solis / sonp006-1,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6235,solid 210t ,,100% polyester,,,chin guard lining,,bombay 18-1250 tcx ,oxblood 19-1725 tcx ,,,,,,,solis / sonp006-1,,,,L1,L1-113-18_KENSINGTON_4-06-17_SHELL,1,0,0,1,0
6236,,,,,,all shell is same fabric,,,,,,,,,,,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6237,item,,content,,,insulation,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6238,,,,,,non insulated,,no,,,,,,,,,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6239,item,,content,,,seam tape,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6240,width...seam tape,,,,,fully taped,,yes,,,,,,,,sealon,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6241,item,,content,,,lining,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6242,solid 210t,,100% nylon,,,bib & hand pocket lining,,black,,,,,,,,please sorce,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6243,small hole mesh,,100% poly,,,legs,,black,,,,,,,,please sorce,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6244,coated 210t,,100% nylon,,,lower leg & gaiter,,black,,,,,,,,please sorce,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6245,120g brushed tricot,,100% poly,,,waistband ,,black,,,,,,,,please sorce,,,,L1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL,1,0,0,1,0
6246,"new stretch twill 10k/10k laminate c6 dwr, $4.28",,100% polyester,,,all shell is same fabric,,black,,,,,,,,raco 950703-b,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6247,item,,content,,,insulation,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6248,,,,,,40g polyfill knees & seat,,40g polyfill knees & seat,,,,,,,,"""cs""",,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6249,item,,content,,,seam tape,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6250,width...seam tape,,,,,fully taped,,fully taped,,,,,,,,sealon,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6251,item,,content,,,lining,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6252,solid 210t,,100% nylon,,,main body & back pocket bags,,black,,,,,,,,please sorce,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6253,leg vents,,100% poly,,,legs,,black,,,,,,,,please sorce,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6254,coated 210t,,100% nylon,,,lower leg & gaiter,,black,,,,,,,,please sorce,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6255,120g brushed tricot,,100% poly,,,waistband & hand pocket pags,,black,,,,,,,,please sorce,,,,L1,L1TA-203-17_SIREN_PANT_SHELL,1,0,0,1,0
6256, #5 metal zipper,,,,,center front,,silder/pull color: x antique copper/ zipper tape color: black,silder/pull color: x antique copper/ zipper tape color: black,silder/pull color: x antique copper/ zipper tape color: black,,,,,,ykk / 2-way semi auto locking with 2 l1 custom pulls,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,1,1,0
6257, #5 coil zipper,,,,,chest pocket vertical,,silder/pull color: x antique copper/ zipper tape color: black,silder/pull color: x antique copper/ zipper tape color: black,silder/pull color: x antique copper/ zipper tape color: black,,,,,,non ykk / 1-way dadhr die cast wire non locking,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,1,1,0
6258, #5 coil zipper,,,,,hand pockets horizontal,,silder/pull color: x antique copper/ zipper tape color: black,silder/pull color: x antique copper/ zipper tape color: black,silder/pull color: x antique copper/ zipper tape color: black,,,,,,non ykk / 1-way dadhr die cast wire non locking,2,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,1,1,0
6259,"l1-2018-trim-017
l1 zipper pull",,,,,center front,,ykk x antique copper,ykk x antique copper,ykk x antique copper,,,,,,ykk,top and bottom pull = 2,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6260, 11nt-045 / self fabric pull ,,,,,chest pocket vertical,,match to shell,match to shell,match to shell,,,,,,factory made,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6261, 11nt-045 / self fabric pull ,,,,,hand pockets horizontal,,match to shell,match to shell,match to shell,,,,,,factory made,1 per side = 2,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6262,branded trims,,,,,location,,black,walnut,dark slate,,,,,,supplier/ reference number,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6263,"l1-2018-trim-006
large brown faux leather hem wrap",,,,,front left hand pocket,,brown faux leather,brown faux leather,brown faux leather,,,,,,please source,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6264,"l1-2018-trim-001
woven label:",,,,,front right hand pocket bag,,woven label,woven label,woven label,,,,,,please source,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6265,"l1-2018-trim-024
l1 embroidery small
3cm x 2.77cm  ",,,,,left sleeve hem,,match to shell,match to shell,match to shell,,,,,,please source,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6266,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,,,,back right,,match to shell,match to shell,match to shell,,,,,,please source,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6267,trims,,,,,location,,black,walnut,dark slate,,,,,,supplier/ reference number,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6268,notions,,,,,location,,black,walnut,dark slate,,,,,,supplier/ reference number,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6269,"grosgrain: 3/4"" wide  (fold in 1/2, 5/8"" finished tab length)",,,,,pull tab on velcro lining pocket ,,black,black,black,,,,,,soluna,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6270,velcro,,,,,location,,black,walnut,dark slate,,,,,,supplier/ reference number,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6271,"1/2"" x 5 1/2"" (1/2"" shorter that pocket length velcro with rounded corners",,,,,lining pocket,,black,black,black,,,,,,paiho / hooketn7 / loop#1057,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6272,thread,,,,,supplier/ ref number,,black,walnut,dark slate,,,,,,spi,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6273,seams,,,,,1930/2/1 0:00,,match to shell,match to shell,match to shell,,,,,,10-12 spi,,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6274,topstitch,,,,,1930/2/1 0:00,,match to shell,match to shell,match to shell,,,,,,8-10 spi,,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6275,bartacks,,,,,100/2,,match to shell,match to shell,match to shell,,,,,,,,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6276,labels ,,,,,location,,black,walnut,dark slate,,,,,,supplier/ reference number,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6277,5k/5k critically taped,,,,,center back below neck seam,,5k/5k critically taped,5k/5k critically taped,5k/5k critically taped,,,,,,soluna/ main label,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6278,size label (sample size l),,,,,center back below main label,,"xs, s, m, l, xl","xs, s, m, l, xl","xs, s, m, l, xl",,,,,,soluna/ size label,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6279,hang tags,,,,,location,,black,walnut,dark slate,,,,,,supplier/ reference number,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6280,mens jacket hang tag,,,,,left side hand pocket zipper,,mens jacket hang tag,mens jacket hang tag,mens jacket hang tag,,,,,,soluna/ mens jacket hang tag,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6281,care and content labels,,,,,location,,black,walnut,dark slate,,,,,,supplier/ reference number,amount,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6282,address label,,,,,lining left side seam,,address label,address label,address label,,,,,,factory sourced,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6283,content label,,,,,lining left side seam,,content label,content label,content label,,,,,,factory sourced,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6284,washing label,,,,,lining left side seam,,washing label,washing label,washing label,,,,,,factory sourced,1,,,L1,L1-109-18_ROCKEFELLER_4-07-17_TRIMS,0,1,0,1,0
6285,#5 coil ,,,,,fly ,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,ykk dalh // 1-way locking,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,1,1,0
6286,#5 coil ,,,,,hand pockets,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,1,1,0
6287,#5 coil ,,,,,back right pocket,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,non ykk dadhr diecast wire // 1-way locking,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,1,1,0
6288,#5 coil ,,,,,"""balls out"" venting",,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,"non ykk dadhr diecast wire // 2 sliders on closed ends tape, zip down each side to close (locking)",1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,1,1,0
6289,#5 coil ,,,,,hem,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,1,1,0
6290,item,,,,,zipper pulls,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,amount,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6291, self fabric pull,,,,,hand pockets,,shell fabric matching,,,,,,,,factory made // 11nt-045 ,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6292, self fabric pull,,,,,"""balls out"" venting",,shell fabric matching,,,,,,,,factory made // 11nt-045 ,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6293,item,,,,,l1 branded trims,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,amount,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6294,l1 17mm metal snap ,,,,,waist closure & tool pocket,,,,,,,,,,supplier / l1-2016-trim-001,3,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6295,"l1  patch 
with deboss 2",,,,,back right waist band,,,,,,,,,,l1-2017-trim-104,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6296,new label tbd,,,,,front right hand pocket,,,,,,,,,,new label tbd,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6297,l1 embroidery large,,,,,front left hem,,,,,,,,,,l1-2016-trim-027,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6298,#5 coil ,,,,,snaps,,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,0,,,supplier/ ref number,colorway 1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,1,1,0
6299,24l metal snap,,,,,"""snap away hem"" back leg hem",,psudo anti silver/ black cap,,,,,,,,,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6300,24l metal snap,,,,,"""jacket to pant connection"" back 3 belt loops",,psudo anti silver/ black cap,,,,,,,,,3,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6301,item,,,,,other trims,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,amount,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6302,key clip,,,,,right hand pocket,,black,,,,,,,,j&k // hk-001,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6303,metal boot hook,,,,,front of leg gaiter,,psudo anti silver,,,,,,,,supplier / ref number,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6304,item,,,,,webbing & elastic,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,amount,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6305,"1/4"" flat x 1 3/4"" loop",,,,,keyclip loop right hand pocket,,black,,,,,,,,,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6306,"1"" tab",,,,,boot hook reinforcement,,black,,,,,,,,,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6307,"1"" tab",,,,,"""snap away hem"" reinforcement",,black,,,,,,,,,1 per side = 2,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6308,spi,,,,,thread,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,amount,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6309,,,,,,seams,,matching,,,,,,,,tseu,regular thread,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6310,,,,,,topstitch,,matching,,,,,,,,tseu,topstitch thread,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6311,,,,,,heavy weight topstitch,,matching,,,,,,,,tseu,heavy weight topstitch thread,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6312,,,,,,bartacks,,matching,,,,,,,,tseu,regular thread,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6313,item,,,,,l1 marketing,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,amount,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6314,l1 pant hang tag,,,,,front left belt loop,,l1 pant hang tag,,,,,,,,supplier // ,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6315,l1 pant fit hang tag ,,,,,front left belt loop behind main hang tag,,l1 pant fit hang tag  // regular fit,,,,,,,,supplier // regular fit,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6316,l1 pant size label,,,,,center back waist band facing,,l1 pant size label,,,,,,,,l1 pant size label,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6317,l1 main label,,,,,lining front right,,regular fit // 10k/10k // fully taped ,,,,,,,,regular fit // 10k/10k // fully taped ,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6318,address label,,,,,lining left side seam,,address label,,,,,,,,sew as loop,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6319,content label,,,,,lining left side seam,,content label,,,,,,,,sew as loop,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6320,address label,,,,,lining left side seam,,address label,,,,,,,,sew as loop,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6321,clear zip tie,,,,,front left belt loop to attach hang tags,,clear zip tie,,,,,,,,supplier // ,1,,,L1,L1-203-17_AMERICANA_TRIMS,0,1,0,1,0
6322,#5 coil ,,,,,fly ,,silder/pull color: x6 black oxides/ tape color: black,silder/pull color: x6 black oxides/ tape color: black,,,,,,,ykk dalh // 1-way locking,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,1,1,0
6323,#3 coil,,,,,leg pocket,,silder/pull color: x6 black oxides/ tape color: black,silder/pull color: x6 black oxides/ tape color: black,,,,,,,non ykk dadr4 l-type drop // 1-way locking,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,1,1,0
6324,#5 coil,,,,,hem,,silder/pull color: x6 black oxides/ tape color: black,silder/pull color: x6 black oxides/ tape color: black,,,,,,,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,1,1,0
6325,item,,,,,l1 branded trims,,black overdye denim,brown overdye denim,,,,,,,supplier/ ref number,amount,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6326,17mm donut post shank,,,,,cf fly,,matte black,matte black,,,,,,,supplier / l1-2016-trim-005,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6327,10mm square rivet,,,,,front left hand pocket,,matte black,matte black,,,,,,,l1-2016-trim-004,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6328,10mm denim rivet ,,,,,front pocket edges,,matte black,matte black,,,,,,,14-l1sp-089,3,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6329,"l1  patch 
with deboss 2",,,,,back right waist band,,black,black,,,,,,,l1-2017-trim-104,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6330,l1 small faux suede patch,,,,,back left pocket ,,black,black,,,,,,,l1-2017-trim-106,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6331,l1 embroidery large,,,,,front left hem,,dtm shell,dtm shell,,,,,,,factory sorced // l1-2016-trim-027,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6332,item,,,,,other trims,,black overdye denim,brown overdye denim,,,,,,,supplier/ ref number,amount,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6333,"3/8"" flat waxed shoe lace with clear plastic tips",,,,,waist drawcord,,black waxed / clear tips,black waxed / clear tips,,,,,,,supplier / ref number,1 + 2 clear plastic tips,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6334,key clip,,,,,leg pocket,,black,black,,,,,,,j&k // hk-001,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6335,item,,,,,webbing & elastic,,black overdye denim,brown overdye denim,,,,,,,supplier/ ref number,amount,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6336,"1/4"" flat x 1 3/4"" loop",,,,,keyclip loop leg pocket,,black,,,,,,,,,1,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6337,spi,,,,,thread,,black overdye denim,brown overdye denim,,,,,,,supplier/ ref number,amount,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
6338,12 spi (special allowance to avoid seam slip on shell  fabric),,,,,"shell seams 1/4"" allowance ",,matching,matching,,,,,,,# 604 tseu,regular thread,,,L1,L1-209-17_SKINNY_DENIM_PANT_TRIMS,0,1,0,1,0
