,Style,label,material/trim,description,location,qty,black,heather gray,oxblood,sea pine,tbd,tbd.1,tbd.2,tbd.3,tbd.4,tbd.5,duffel,rust,butter,khaki,kombu green,dark navy,moose,pizza,mens fish,olive night,camel,pineneedle,sterilng blue,rose smoke,vintage black,dinoflage,forest,dk khaki,greyskull,wood duck critterflage,evergreen,flame,day jungle,navy,mint julep,dark olive,puddle,bone,black spruce,stone critterflage,gold,black wax,camel wax,soviet grey wax,willow,dirks critterflage,vintage blue wax,see see collab,vintage blue,red dawn,night jungle,shell fabric,bpw1303 'baby twill'         100% polyester 15k/10k +breathable coating + dwr,"main body, self fabric back neck patch",none
35,AB18MJ1_032_ BOM.csv,xx,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,tbd,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AB18MJ1_032_ BOM.csv,yy,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,tbd,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,AB18MJ1_032_ BOM.csv,zz,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,,,,,,,,,,,,,,,clear,,,,,,,,,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,AB18MJ1_032_ BOM.csv,aaa,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,,,,,,,,,,,,,,,tbd,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,AB18MJ1_032_ BOM.csv,bbb,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,,,,,,,,,,,,,,,tbd,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB17WJ3_072_BOM.csv,a,shell fabric,sotp069-q03-ah 100% polyester wax coating tpu menbrane (supplied by solis),"main body, sleeves, hood, pockets",none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black wax,camel wax,,,,,,,,,,,,
1,AB17WJ3_072_BOM.csv,b,shell fabric,sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),"main body, sleeves, hood, pockets",none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red dawn,,,,,
2,AB17WJ3_072_BOM.csv,c,shell fabric,sotp069-pr03-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),"main body, sleeves, hood, pockets",none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,night jungle,,,,
3,AB17WJ3_072_BOM.csv,d,lining,emb07 taffeta emboss  (supplied by ecoya),inside liningpocket bag,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,old gold,,,,,,,old gold,black,,,,
4,AB17WJ3_072_BOM.csv,e,other,rib knit,cuffs,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,black,black,,,,
5,AB17WJ3_072_BOM.csv,aa,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",c.f.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,camel 858,,,,,,,red dawn 520,green 869,,,,
6,AB17WJ3_072_BOM.csv,bb,zipper,"ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1, close to side seam ",(2) pockets,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,camel 858,,,,,,,red dawn 520,green 869,,,,
7,AB17WJ3_072_BOM.csv,cc,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),(1) c.f. (2) pockets,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,old gold,,,,,,,old gold,black,,,,
8,AB17WJ3_072_BOM.csv,dd,stoppers,round barrel stopper - k-018 , (2) hood,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,old gold,,,,,,,old gold,black,,,,
9,AB17WJ3_072_BOM.csv,ee,hardware,"metal eyelets, 12mm (incl. washers)",(2) at hood opening,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,,,,bi-17 mid dark anti brass,bi-17 mid dark anti brass,,,,
10,AB17WJ3_072_BOM.csv,ff, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood opening,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,old gold,,,,,,,old gold,black,,,,
11,AB17WJ3_072_BOM.csv,gg,main label,abwv_84 s.layer main label,"inside c.b. neck, see q/a for placement",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cream/black,cream/black,,,,,,,cream/black,cream/black,,,,
12,AB17WJ3_072_BOM.csv,hh,size label,abwv_69 inside joke label,sewn in and centered below main label,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/cream,black/cream,,,,,,,black/cream,black/cream,,,,
13,AB17WJ3_072_BOM.csv,ii,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,black,black,,,,
14,AB17WJ3_072_BOM.csv,jj,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/cream,black/cream,,,,,,,black/cream,black/cream,,,,
15,AB17WJ3_072_BOM.csv,kk,branding,abem_36a stay wild arrow embroidery,"left hip, see placement page for detail",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dk grey 70021,brown 80001,,,,,,,gold m564,dk teal 20002,,,,
16,AB17WJ3_072_BOM.csv,ll,hangtag,tbd,tbd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,tbd,tbd,,,,
17,AB17WJ3_072_BOM.csv,mm,hangtag,tbd,tbd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,tbd,tbd,,,,
18,AB17WJ3_072_BOM.csv,nn,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clear,clear,,,,,,,clear,clear,,,,
19,AB17WJ3_072_BOM.csv,oo,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,tbd,tbd,,,,
20,AB17WJ3_072_BOM.csv,pp,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,tbd,tbd,,,,
0,AB19MJ1_084_BOM-170408.csv,a,shell fabric,sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis),"upper front and back main body, hood, upper storm flap, sleeves",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19MJ1_084_BOM-170408.csv,b,shell fabric,sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis),"lower front and back main body, lower storm flap",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19MJ1_084_BOM-170408.csv,c,lining,210t-e emb07 terry taffeta emboss (supplied by ecoya),"powder skirt, pocket bag, hood lining, sleeve lining, fornt and back body below powder skirt only",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19MJ1_084_BOM-170408.csv,d,other , velvety tricot - soto048-1 (supplied by solis),"inside lining, comfort chin guard, inner front pocket bag panel, front and back body panel above powder skirt only",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19MJ1_084_BOM-170408.csv,e,other,100% poly mesh - sotc025-1 (supplied by solis),"vents, internal goggle pocket",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19MJ1_084_BOM-170408.csv,f,other,nylon/elastic lycra - sono029-1 (supplied by solis),"powder skirt, wrist gaiters",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19MJ1_084_BOM-170408.csv,g,other,lycra binding tape,internal mesh pocket opening,none,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19MJ1_084_BOM-170408.csv,h,other,60gm insulation,"main body, hood and sleeves",none,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19MJ1_084_BOM-170408.csv,i,other,gripper elastic,powder skirt,none,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19MJ1_084_BOM-170408.csv,j,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19MJ1_084_BOM-170408.csv,k,pellon,heavyweight interfacing (item# tbd),hood brim,none,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19MJ1_084_BOM-170408.csv,aa,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",cf,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19MJ1_084_BOM-170408.csv,bb,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),( 2) hand pockets,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB19MJ1_084_BOM-170408.csv,cc,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", vents,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB19MJ1_084_BOM-170408.csv,dd,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",(1) napolean pocket,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB19MJ1_084_BOM-170408.csv,ff,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),"cf, (2) hand pockets, (1) napoleon pocket, (2) vents",6,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB19MJ1_084_BOM-170408.csv,gg,velcro,hook and loop; w: 1.6 cm x h: 5cm,(4)storm flap,4,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB19MJ1_084_BOM-170408.csv,hh,stoppers,barrel stopper k-018,2) hood,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB19MJ1_084_BOM-170408.csv,ii,webbing,"flat webbing tape, 8mm", key clip attachment at inside wearer's right pocket,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AB19MJ1_084_BOM-170408.csv,jj,webbing,flat webbing tape 8mm width, (2)stopper attachments loops at bottom hem,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AB19MJ1_084_BOM-170408.csv,kk,hardware,"metal eyelets, 12mm (incl. washers)",(4) at hood opening,4,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AB19MJ1_084_BOM-170408.csv,ll,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)"," (6)c.f., (2) pockets, (1) snap tabs at inside bottom hem,  (2) at powder skirt, (2) cuff tab, (1) back vent",14,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AB19MJ1_084_BOM-170408.csv,mm,hardware,male snap only (incl. washers),"(2) powder skirt, (4)cuffs",6,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AB19MJ1_084_BOM-170408.csv,nn,drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AB19MJ1_084_BOM-170408.csv,oo,key clip,plastic key clip attched with webbing loop,inside wearers right pocket.,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AB19MJ1_084_BOM-170408.csv,pp,main label,tbd,"inside c.b. neck, see q/a for placement",1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AB19MJ1_084_BOM-170408.csv,qq,size label,abwv_69v vietnam size label,sewn in and centered below abwv_111,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,AB19MJ1_084_BOM-170408.csv,rr,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AB19MJ1_084_BOM-170408.csv,ss,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AB19MJ1_084_BOM-170408.csv,tt,branding,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,AB19MJ1_084_BOM-170408.csv,uu,branding,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,AB19MJ1_084_BOM-170408.csv,vv,hangtag,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AB19MJ1_084_BOM-170408.csv,ww,hangtag,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AB19MJ1_084_BOM-170408.csv,xx,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,,,,,clear,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,AB19MJ1_084_BOM-170408.csv,yy,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AB19MJ1_084_BOM-170408.csv,zz,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB18MP2_092_BOM.csv,a,shell fabric,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),"main body, waistband, back waist self fabric patch",none,black,,,,,,,,,,,,,,,,,,,,camel,,,,,,,,,,,,,navy,,,,,,,,,,,willow,,,,,,,,,,
1,AB18MP2_092_BOM.csv,b,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),"knee panel, butt panels, back pockets",none,vintage black,,,,,,,,,,,,,,,,,,,,khaki,,,,,,,,,,,,,dark navy,,,,,,,,,,,black,,,,,,,,,,
2,AB18MP2_092_BOM.csv,c,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),"inside lining, lower leg gaiters, back of front hand pocket ",none,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
3,AB18MP2_092_BOM.csv,d,lining, velvety tricot - soto048-1 (supplied by solis),"inside waistband, inner front pockets, inside fly panel",none,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
4,AB18MP2_092_BOM.csv,e,other ,100% poly mesh - sotc025-1 (supplied by solis),vents,none,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
5,AB18MP2_092_BOM.csv,f,other ,nylon/elastic lycra - sono029-1 (supplied by solis),lower leg gators,none,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
6,AB18MP2_092_BOM.csv,aa,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh ",(1) fly,1,vintage black 580,,,,,,,,,,,,,,,,,,,,khahi 886,,,,,,,,,,,,,dark navy391,,,,,,,,,,,black,,,,,,,,,,
7,AB18MP2_092_BOM.csv,bb,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)", (2) hand pockets ,2,vintage black 580,,,,,,,,,,,,,,,,,,,,khahi 886,,,,,,,,,,,,,dark navy391,,,,,,,,,,,black,,,,,,,,,,
8,AB18MP2_092_BOM.csv,cc,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close to outseam)",(1) back pockets,none,vintage black 580,,,,,,,,,,,,,,,,,,,,khahi 886,,,,,,,,,,,,,dark navy391,,,,,,,,,,,black,,,,,,,,,,
9,AB18MP2_092_BOM.csv,dd,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh (close down)",(2) lower leg bang zips,2,vintage black 580,,,,,,,,,,,,,,,,,,,,khahi 886,,,,,,,,,,,,,dark navy391,,,,,,,,,,,black,,,,,,,,,,
10,AB18MP2_092_BOM.csv,ee,zipper,"ykk no.5 nylon coil zippers,1-way hidden chain, auto-lock slider da8lh1 (zippers close down)",(2) inseam vents,2,vintage black 580,,,,,,,,,,,,,,,,,,,,khahi 886,,,,,,,,,,,,,dark navy391,,,,,,,,,,,black,,,,,,,,,,
11,AB18MP2_092_BOM.csv,ff,zipper pull,utility cord zipper pullers with tied end - abzp_01,"(2) vents ,(2)  hand pockets, (1) back pockets",5,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
12,AB18MP2_092_BOM.csv,gg,hardware,"snap buttons absnp_01 (sets), 17 mm (incl. washers)","(1) fly opening,  ",1,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,dark anti brass bi-18,,,,,,,,,,,,,dark anti brass bi-18,,,,,,,,,,,dark anti brass bi-18,,,,,,,,,,
13,AB18MP2_092_BOM.csv,hh,hardware,12mm metal eyelet  (incl. washers),"(2)waistband, (1) left belt loop",3,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,dark anti brass bi-18,,,,,,,,,,,,,dark anti brass bi-18,,,,,,,,,,,dark anti brass bi-18,,,,,,,,,,
14,AB18MP2_092_BOM.csv,ii,hardware,metal lace hooks ,inside gators at c.f ,2,black oxidized,,,,,,,,,,,,,,,,,,,,black oxidized,,,,,,,,,,,,,black oxidized,,,,,,,,,,,black oxidized,,,,,,,,,,
15,AB18MP2_092_BOM.csv,jj,key clip,plastic key clip attched with webbing loop,inside w. right pocket,1,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
16,AB18MP2_092_BOM.csv,kk,webbing,8 mm  width webbing,key clip attachment ,1,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
17,AB18MP2_092_BOM.csv,ll,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,waistband,1,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
18,AB18MP2_092_BOM.csv,mm,elastic,gripper elastic,at inside lower leg gators,1,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
19,AB18MP2_092_BOM.csv,nn,main label,abwv_67 freedom main label,"inside c.b. waist, see q/a for reference",1,olive/black,,,,,,,,,,,,,,,,,,,,olive/black,,,,,,,,,,,,,olive/black,,,,,,,,,,,olive/black,,,,,,,,,,
20,AB18MP2_092_BOM.csv,oo,size label,abwv_69v vietnam size label,sewn in and centered below abwv_110,1,olive/black,,,,,,,,,,,,,,,,,,,,olive/black,,,,,,,,,,,,,olive/black,,,,,,,,,,,olive/black,,,,,,,,,,
21,AB18MP2_092_BOM.csv,pp,w/c label,wash and care,"inside wearers left side seam, 8 cm down from waistband seam",1,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
22,AB18MP2_092_BOM.csv,qq,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back waist seam,1,olive/black,,,,,,,,,,,,,,,,,,,,olive/black,,,,,,,,,,,,,olive/black,,,,,,,,,,,olive/black,,,,,,,,,,
23,AB18MP2_092_BOM.csv,rr,branding,abem_122 block text embroidery,"right back butt patch, see placement page for detail",1,vintage black 70021,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,dark navy 30055,,,,,,,,,,,black,,,,,,,,,,
24,AB18MP2_092_BOM.csv,ss,branding,abwv_110 monder athlete woven label,centered 3cm below abwv_67,1,black/off white/ olive,,,,,,,,,,,,,,,,,,,,black/off white/ olive,,,,,,,,,,,,,black/off white/ olive,,,,,,,,,,,black/off white/ olive,,,,,,,,,,
25,AB18MP2_092_BOM.csv,tt,hangtag,tbd,at cf zipper - order of hangtags is tbd,1,tbd,,,,,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,tbd,,,,,,,,,,,tbd,,,,,,,,,,
26,AB18MP2_092_BOM.csv,uu,hangtag,tbd,at cf zipper - order of hangtags is tbd,1,tbd,,,,,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,tbd,,,,,,,,,,,tbd,,,,,,,,,,
27,AB18MP2_092_BOM.csv,vv,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,black,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,black,,,,,,,,,,,black,,,,,,,,,,
28,AB18MP2_092_BOM.csv,ww,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,white,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,white,,,,,,,,,,,white,,,,,,,,,,
29,AB18MP2_092_BOM.csv,xx,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,white,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,white,,,,,,,,,,,white,,,,,,,,,,
0,AB19MJ1_032_ BOM-170408.csv,a,shell fabric,sotp069-c1-h 100% polyester 15k/10k dwr+breathable coating (supplied by solis),"main body, hood, sleeves",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19MJ1_032_ BOM-170408.csv,b,lining,210t-e emb07 tery emboss  taffeta(supplied by ecoya),"inside lining, powder skirt, pocket bag",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19MJ1_032_ BOM-170408.csv,c,other , velvety tricot - soto048-1 (supplied by solis),"comfort chin guard, inner front pocket bag panel",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19MJ1_032_ BOM-170408.csv,d,other,100% poly mesh - sotc025-1 (supplied by solis),"vents, internal goggle pocket",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19MJ1_032_ BOM-170408.csv,e,other,nylon/elastic lycra - sono029-1 (supplied by solis),powder skirt,none,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19MJ1_032_ BOM-170408.csv,f,other,"1x1 rib knit,good quality arcylic/spandex",cuffs,none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19MJ1_032_ BOM-170408.csv,g,other,lycra binding tape,internal mesh pocket opening,none,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19MJ1_032_ BOM-170408.csv,h,other,gripper elastic,powder skirt,none,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19MJ1_032_ BOM-170408.csv,j,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19MJ1_032_ BOM-170408.csv,k,pellon,heavyweight interfacing (item# tbd),hood brim,none,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19MJ1_032_ BOM-170408.csv,aa,zipper,"ykk no.5 vislon 2 way  zipper.  auto-lock slider da8lh, silders bottom to bottom   (right hand pull left hand insert)",c.f.,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19MJ1_032_ BOM-170408.csv,bb,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),( 2) hand pockets,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19MJ1_032_ BOM-170408.csv,cc,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", vents,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
